Member Phone No,ActSpeedDS,ActSpeedUS,ActAvgDaySpontResyncs,ActDSLStability,ActDSLConnType,DSLAMName,LWC,Urbanistion,UBAForecast,EstAttn160Hi,EstAttn160Lo,EstDSSpeedHi,EstDSSpeedLo,EstUSSpeedHi,EstUSSpeedLo,EUBA,BUBA,WVS,LAPRestriction,CabnietisationDate,CabnetisationName,Locality Id,Connector Id,Line_Sharing_Cable_Pair,LWC_Is_Cabinet,BUBA_Coverage_Area,EUBA_Coverage_Area,Baseband_Copper_Capable,ActBBProductType
,,,,,,,,,,,,,,,,,,,,,,,DB24/10,,N,Grey Lynn,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,ZF44/2,,N,Hutt / Wairarapa,NAENAE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DD26/G,,N,Grey Lynn,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,G33/6,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CT25/19,,Y,Grey Lynn,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DM24/A,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,I41/19,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,P72/27,,Y,Grafton,REMUERA,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,U23/13,,Y,Wellington Suburbs,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,I41/10,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TP46/237,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AO18/10,,N,Hutt / Wairarapa,NAENAE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,M34/29,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AB10/17,,Y,Wellington Suburbs,PORIRUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AO18/10,,N,Hutt / Wairarapa,NAENAE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GB12/11,,,Hutt / Wairarapa,UPPER HUTT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,U28/10,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BK60/1,,Y,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,ZO39/9,,Y,Hutt / Wairarapa,UPPER HUTT,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DD34/6,,N,Wellington Suburbs,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CB59/13,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CE39/8,,N,Wellington Suburbs,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EH35/2,,Y,Hutt / Wairarapa,NAENAE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,I21/13,,N,Hutt / Wairarapa,NAENAE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CN61/26,,Y,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FQ59/6,,Y,Hawkes Bay,HASTINGS,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,D27/28,,N,Hutt / Wairarapa,NAENAE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CA64/A,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DP60/5,,Y,Hutt / Wairarapa,NAENAE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,I23/33,,Y,Hutt / Wairarapa,NAENAE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM08/272,,N,Hutt / Wairarapa,NAENAE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FV13/2,,Y,Manawatu,PARAPARAUMU,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CG37/8,,N,Wellington Suburbs,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EL22/4,,Y,Hutt / Wairarapa,NAENAE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DU33/L,,N,Hutt / Wairarapa,NAENAE,Y,WVS
,,,,,,,,,,,,,,,,,,,,,,,CA66/19,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,Q37/1,,Y,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BQ52/6,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BS57/N,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,T28/OJ,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,T28/AL,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,S29/D,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BS57/L,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BQ55/AD,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BR55/K,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BQ55/AD,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BR55/K,,N,Wellington Central,WELLINGTON,Y,
,,,,,,,,,,,,,,,,,,,,,,,Y20/4,,N,Hawkes Bay,NAPIER,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BP58/29,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BQ54/28,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FP27/D,,Y,Manawatu,PARAPARAUMU,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,J12/11,,Y,Wellington Suburbs,PORIRUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,O13/C,,N,Manawatu,PARAPARAUMU,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,Q28/OA,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BQ59/B,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL08/736,,Y,Hutt / Wairarapa,NAENAE,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EB32/B,,N,Hutt / Wairarapa,NAENAE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DS27/E,,N,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL38/42,,N,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DB30/1,,N,Grey Lynn,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FD80/7,,N,Hutt / Wairarapa,FEATHERSTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DC18/1,,N,Manawatu,LEVIN,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,ES35A/B,,Y,South Auckland,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,P27/11,,N,Hutt / Wairarapa,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DM21/J,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AS40/60,,N,Hutt / Wairarapa,MASTERTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CE11/4,,Y,Manawatu,PALMERSTON NORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL77/198,,Y,Grey Lynn,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CG36/H,,N,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DK28/39,,N,Grafton,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DT22/N,,Y,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EH40/S,,N,South Auckland,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DE23/58,,N,Grey Lynn,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DM23/T,,N,Auckland Central,MAYORAL DRIVE,Y,
,,,,,,,,,,,,,,,,,,,,,,,AQ35/3,,Y,West Auckland,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AN27/3,,Y,Manawatu,PALMERSTON NORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,D81/4,,Y,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CQ10/12,,Y,Wellington Suburbs,PORIRUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HS26/10,,Y,Manawatu,PALMERSTON NORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AK22/24,,N,Manawatu,PALMERSTON NORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HR29/4,,N,Manawatu,PALMERSTON NORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DV54/4,,Y,Bay of Plenty/ East Coast,WHAKATANE,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DP21/41,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DA56/2,,Y,North Waikato / Coromandel,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EF76/1,,Y,Hamilton,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DP47/1,,N,North Waikato / Coromandel,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AS18/15,,Y,Manawatu,PALMERSTON NORTH,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AR40/29,,N,Hutt / Wairarapa,MASTERTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CT10/P,,N,Hobsonville,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL45/380,,Y,Manawatu,PALMERSTON NORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,ES41/A,,Y,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DU32/4,,Y,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HS06/2,,Y,Christchurch Central,CHRISTCHURCH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GG35/5,,Y,Marlborough / North Canterbury,RANGIORA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CP74/3,,Y,East Coast Bays,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BU78/7,,N,East Coast Bays,TORBAY,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM28/913,,Y,Manawatu,LEVIN,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CV72/L,,Y,East Coast Bays,TORBAY,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM08/99,,N,Hutt / Wairarapa,FEATHERSTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,G12/2,,N,Hamilton,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL43/241,,Y,North Auckland,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DT33/4,,N,Hutt / Wairarapa,NAENAE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AS22/14,,N,Hobsonville,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DN21/Y,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,SK64/1,,Y,Northland,WARKWORTH,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CR20/21,,N,Manawatu,LEVIN,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HK67/1,,N,Central,PALMERSTON NORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EK55/7,,Y,South Auckland,PAPATOETOE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CU60/2,,Y,Banks,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AN28/10,,Y,Manawatu,PALMERSTON NORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GU21/1,,N,Counties,PAPAKURA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM02/405,,N,North Auckland,RED BEACH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CV72/R,,Y,East Coast Bays,TORBAY,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AN68/2,,N,Counties,PAPAKURA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CF38/26,,Y,Taranaki,HAWERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DP75/19,,N,Northland,WHANGAREI,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,G24/28,,N,Hutt / Wairarapa,NAENAE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GF02/3,,Y,Counties,PAPAKURA,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CD48/1,,N,Northland,DARGAVILLE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BH08/7,,Y,Hobsonville,HENDERSON,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GH33/4,,N,Taranaki,NEW PLYMOUTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EV64/2,,Y,Christchurch North,RICCARTON,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FD60/AC,,N,Otago,DUNEDIN CENT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DV34/3,,Y,Tauranga,TAURANGA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CG45/1,,Y,Bay of Plenty/ East Coast,WHAKATANE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AV65/4,,Y,North Auckland,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GL37/7,,N,Taranaki,NEW PLYMOUTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BK16/12,,N,Taranaki,NEW PLYMOUTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DR36/7,,Y,Marlborough / North Canterbury,BLENHEIM,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BT69/2,,Y,North Auckland,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AR48/12,,N,Nelson,NELSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CU60/B,,Y,East Coast Bays,TORBAY,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TP02/599,,Y,North Shore,GLENFIELD,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FU43/B,,Y,Tauranga,MT MAUNGANUI,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL19/759,,Y,North Auckland,TORBAY,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EA06/Q,,N,Northland,WHANGAREI,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BN46/5,,Y,North Waikato / Coromandel,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GE34/10,,Y,Marlborough / North Canterbury,RANGIORA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EN65/2,,Y,Central,MATAMATA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DB62/1,,Y,Banks,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GH46/37,,Y,Eastern Suburbs,HOWICK,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CM66/A,,Y,North Auckland,TORBAY,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AT36/3,,Y,Christchurch North,CHRISTCHURCH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CQ10/15,,N,Hobsonville,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,F28/H,,Y,Tauranga,TAURANGA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL38/175,,Y,Bay of Plenty/ East Coast,GISBORNE,,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DL61/1,,Y,Hamilton,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,ER46/AF,,Y,South Auckland,PAPATOETOE,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CL71A/D,,Y,North Auckland,TORBAY,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HS25/16,,Y,South Canterbury,ASHBURTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GR39/R,,N,South Canterbury,WANAKA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,M31/45,,N,Bay of Plenty/ East Coast,ROTORUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HA53/5,,N,North Waikato / Coromandel,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FV59/30,,Y,Eastern Suburbs,PAPATOETOE,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL04/699,,Y,Banks,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FK05/1,,N,Marlborough / North Canterbury,RANGIORA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FU60/5,,Y,Eastern Suburbs,PAPATOETOE,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL12/450,,Y,North Auckland,TORBAY,,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL18/856,,Y,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CB32/32,,Y,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL68/162,,Y,South Auckland,REMUERA,,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GF03/33,,Y,Counties,PAPAKURA,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL30/349,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FT70/A,,N,Christchurch North,CHRISTCHURCH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DR44/17,,Y,North Waikato / Coromandel,HAMILTON,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GU56/3,,Y,Counties,PAPAKURA,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AD74/1,,Y,South Auckland,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FQ58/10,,Y,Christchurch North,CHRISTCHURCH,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BQ39/1,,Y,Tauranga,TAURANGA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL11/139,,Y,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GH46/5,,Y,Eastern Suburbs,HOWICK,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AK23/4,,N,North Waikato / Coromandel,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL15/102,,Y,North Auckland,TORBAY,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DJ19/J,,Y,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DT24/30,,Y,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DT24/30,,Y,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EP51/1,,Y,North Waikato / Coromandel,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL14/842,,Y,North Auckland,TORBAY,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GE04/11,,N,Northland,WHANGAREI,,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CT57/2,,N,North Auckland,TORBAY,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GQ17/5,,N,Counties,PAPAKURA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL39/73,,Y,South Auckland,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL06/474,,Y,Wellington Suburbs,PORIRUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL20/846,,Y,Auckland Central,MAYORAL DRIVE,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL07/803,,Y,Nelson,NELSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DM31/2,,Y,Northland,WARKWORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL11/527,,Y,Banks,RICCARTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL18/59,,Y,North Auckland,TORBAY,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FJ69/1,,N,Christchurch North,RICCARTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HH24/1,,N,Bay of Plenty/ East Coast,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL14/754,,Y,South Auckland,PAPATOETOE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DM24/Y,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL21/591,,N,Bay of Plenty/ East Coast,ROTORUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL23/768,,Y,Counties,PAPAKURA,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL89/226,,Y,Tauranga,MT MAUNGANUI,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CJ23/13,,Y,North Auckland,RED BEACH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL42/366,,Y,East Coast Bays,TORBAY,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL30/714,,Y,Banks,RICCARTON,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BT53/9,,Y,West Coast,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL46/195,,N,Counties,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BP56/D,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL31/711,,Y,North Auckland,RED BEACH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL75/891,,N,Tauranga,MATAMATA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DM21C/V,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL31/747,,Y,Northland,WARKWORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM26/653,,Y,South Auckland,PAPATOETOE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL36/564,,N,West Auckland,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL20/995,,Y,Northland,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GC71/60,,Y,Christchurch Central,CHRISTCHURCH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL12/451,,N,Grey Lynn,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL45/98,,Y,Hutt / Wairarapa,NAENAE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL40/843,,Y,Southland,QUEENSTOWN,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HV64/2,,Y,Northland,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DT22/Q,,Y,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL45/46,,Y,Christchurch North,CHRISTCHURCH,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BN09/1,,Y,North Auckland,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL50/897,,,,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HM41/1,,N,South Canterbury,WANAKA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL37/252,,N,Hamilton,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BG63/2,,Y,Counties,PAPAKURA,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL66/959,,Y,Christchurch North,CHRISTCHURCH,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL56/895,,Y,Manawatu,PALMERSTON NORTH,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL69/683,,Y,Marlborough / North Canterbury,BLENHEIM,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,NAUT,,,,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL85/713,,Y,Counties,PAPAKURA,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL61/894,,N,Nelson,NELSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DK28/E,,N,Grafton,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EK31/3,,Y,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL51/864,,Y,Nelson,NELSON,,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL95/551,,Y,South Auckland,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL93/523,,Y,Counties,PAPAKURA,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL62/145,,Y,North Waikato / Coromandel,HAMILTON,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FP11/3,,Y,Banks,CHRISTCHURCH,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL90/634,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL48/305,,,Christchurch Central,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL80/518,,N,North Shore,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL90/743,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL91/653,,Y,Counties,PAPATOETOE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL59/131,,Y,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL87/803,,Y,North Auckland,TORBAY,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL95/981,,N,Banks,RICCARTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL37/101,,N,Hamilton,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM03/288,,N,Marlborough / North Canterbury,RANGIORA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL82/214,,Y,Wellington Suburbs,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL96/72,,N,Banks,RICCARTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DF29/2,,Y,Northland,WHANGAREI,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,H30/1,,Y,Bay of Plenty/ East Coast,WHAKATANE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,L50/2,,Y,North Waikato / Coromandel,HAMILTON,Y,BUBA
